Cse_prod  ,Cve_prod            ,Nom_prod                                ,Desc_prod                               ,Uni_med,Uni_med_p,Costo_prod          ,F_act_cto ,F_act_pre ,Cto_ent             ,Loca                                    ,Staclas1,Staiva,Porceniva,Cve_tial  ,Fec_ent   ,Cto_ant             ,Fec_ant   ,Cve_monp  ,Cve_monc  ,Cve_mona  ,Stalote,Diasvida,Conlote   ,Cve_rie     ,Pzas   ,Peso      ,Precio2             ,Precio3             ,Cve_clasi,Presenta            ,Staenv,Cve_env     ,Contable1,Contable2,Contable3,Contable4,Contable5,Contable6,Contable7,Capacidad           ,Desc_prod2                              ,Conv_var,Cve_carac,Base_prom,Fact_peso     ,Frac_aranc                    ,Porcadvalo,Staretiva,Kit,Dato_1                        ,Dato_2                        ,Dato_3                        ,Dato_4                        ,Diasrequer,Dato_5                        ,Dato_6                        ,Dato_7                        ,Dato_8                        ,Dato_9                        ,Dato_10                       ,Dato_11                       ,Dato_12                       ,Sub_cse   ,Sub_subcse,Codbar              ,Stapitex,Trans,Staieps,Porcenieps,Prov_std,Lista_med   ,Gral_med,Prov_med,Clie_med,Imag_med,Maxm_med,Promuepeps,Costuepeps          ,Porretiva  ,Staretisr,Porretisr  ,Costoprom2          ,Mes_max,Mes_min,Mes_pr,Cadcapt,Mrgprod,Porcmrg,Regyablq,Uni_emb,Pbasepr             ,Dctopb1     ,Dctopb2     ,Dctopb3     ,Dctopb4     ,Dctopb5     ,Dctopb6     ,Cvede1,Cvede2,Cvede3,Cvede4,Conflotp       ,Conflots       ,Conflotr,Confloti,Conflotl,Conflotm,Conflotf,Fverimov  ,Uni_ieps,Monto_ieps,Iva_ieps,Tipo_ieps,Chkpredial,Ctapredial                              ,Kitpcal,Nopromop,Pesop               ,Altop               ,Largop              ,Anchop              ,C_prds  ,Sug_uso,Uso_prd,Staimpto1,Staimpto2,Porimpto1,Porimpto2 ,Equi_med,Porm1ieps,Uni1ieps,Monto1ieps,Iva1ieps,Porm2ieps,Uni2ieps,Monto2ieps,Iva2ieps,Des1                          ,Des2                          ,New_med,Ind_med,Max         ,Min         ,Pr          ,Cs          ,Lugar     ,Desc1                                                                                                                                                                                                                                                         ,Desc2                                                                                                                                                                                                                                                         ,Desc_med                                
ADITIVO,MPCI-054,,COLORANTE CHOCOLATE (POLVO),KG,,0,/  /,/  /,0,,0,1,0,2,29/01/2026,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-055,,COLOR ROJO 40 BÁSICO (POLVO),KG,,0,/  /,/  /,0,,0,1,0,2,29/01/2026,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-056,,COLOR CAFÉ CARAMELO (POLVO),KG,,0,/  /,/  /,0,,0,1,0,2,29/01/2026,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-057,,COLOR AMARILLO 6 BÁSICO (POLVO),KG,,0,/  /,/  /,0,,0,1,0,2,29/01/2026,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-058,,COLOR VIOLETA 50 (POLVO),KG,,0,/  /,/  /,0,,0,1,0,2,29/01/2026,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-059,,COLOR ROJO 5 BÁSICO (POLVO),KG,,0,/  /,/  /,0,,0,1,0,2,29/01/2026,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,1,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-060,,COLORANTE GRASO ROSA FUSCIA (POLVO),KG,,0,/  /,/  /,0,,0,1,0,2,29/01/2026,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-061,,ORO BRILLANTE ABREIKO (POLVO),KG,,0,/  /,/  /,0,,0,1,0,2,29/01/2026,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,1,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-062,,MICA ROJO QUEMADO (POLVO),KG,,0,/  /,/  /,0,,0,1,0,2,31/01/2026,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,1319.67,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-063,,ROJO 7 SOLUCIONES POCHTECA (POLVO),KG,,0,/  /,/  /,1,,0,1,0,2,18/03/2026,0,/  /,1,1,0,0,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,1,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-064,,OXIDO DE HIERRO PERLADO BRONCE (POLVO),KG,,0,/  /,/  /,1,,0,1,0,2,25/03/2026,0,23/03/2026,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-065,,OXIDO DE HIERRO NUDE (POLVO),KG,,0,/  /,/  /,1,,0,1,0,2,25/03/2026,0,23/03/2026,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-067,,SOFT-TEX FD&C BLUE 1 AL LAKE (POLVO),KG,,0,/  /,/  /,1,,0,1,0,2,25/03/2026,0,23/03/2026,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-068,,SOF-TEX D&C RED 7 CA LAKE (POLVO),KG,,0,/  /,/  /,1,,0,1,0,2,25/03/2026,0,23/03/2026,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-070,,Sugar capsule magic brown (POLVO),KG,,0,/  /,/  /,1,,0,1,0,2,25/03/2026,0,23/03/2026,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-072,,Sugar capsule magic red (POLVO),KG,,0,/  /,/  /,1,,0,1,0,2,25/03/2026,0,23/03/2026,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-086,,Dilucion 50/50 violeta,KG,,0,/  /,/  /,11.875,,0,1,0,5,24/07/2026,0,20/07/2026,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,3,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-087,,Armadin kosmi 269,KG,,0,/  /,/  /,1,,0,1,0,2,23/07/2026,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,1,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-088,,Armadin kosmi 19830C,KG,,0,/  /,/  /,1,,0,1,0,2,23/07/2026,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,1,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-089,,Armadin kosmi 249,KG,,0,/  /,/  /,1,,0,1,0,2,23/07/2026,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,1,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-090,,ARMADIN KOSMI 19830C,KG,,0,/  /,/  /,1,,0,1,0,2,23/07/2026,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,1,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-091,,MICA COBRE (POLVO),KG,,0,/  /,/  /,1,,0,1,0,2,23/07/2026,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,1,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPCI-092,,Dorado oro rojizo (POLVO),KG,,0,/  /,/  /,1,,0,1,0,2,23/07/2026,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,1,0,0,0,,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPD-0008,,ACIDO CITRICO ANHIDRO,KG,,0,/  /,/  /,22.76729,,0,1,16,2,04/08/2026,20.92104,28/07/2026,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,0,20.79936,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPD-0014,,ACESULFAME POTASICO,KG,,0,/  /,/  /,129.2299,,0,1,0,2,04/08/2026,133.60182,15/12/2025,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,0,150.35,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPD-0015,,ALCANFORT SINTETICO GRANULAR,KG,,0,/  /,/  /,266.684,,0,1,16,2,07/11/2025,271.7391744,07/10/2025,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,0,266.684,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPD-0019,,FRUCTOSA,KG,,0,/  /,/  /,62.8686,,0,1,0,2,04/08/2026,62.88948,28/07/2026,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,0,57.19065,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPD-0020,,BENZOATO DE SODIO,KG,,0,/  /,/  /,56.748,,0,1,16,2,26/08/2025,54.29964776,16/07/2025,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,0,54.299648,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPD-0034,,EXTRACTO NATURAL DE LIMON,KG,,0,/  /,/  /,205.0266886,,0,3,0,2,01/05/2026,205.0266646,02/03/2026,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,0,205.0266886,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPD-0036,,BICARBONATO DE SODIO,KG,,0,/  /,/  /,15.571262,,0,1,16,2,28/07/2026,17.61109953,26/06/2026,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,0,17.61109953,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPD-0038,,SABOR NARANJA Codigo 884.7353,KG,,0,/  /,/  /,473.1083145,,0,1,0,2,05/12/2025,477.1660153,05/12/2025,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,0,474.58584,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPD-0039,,SABOR MANDARINA Codigo 883.7646,KG,,0,/  /,/  /,361.7303563,,0,1,0,2,23/12/2025,363.2356202,05/12/2025,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,0,361.730356,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPD-0052,,COLOR NARANJA CGV17919P,KG,,0,/  /,/  /,244.398915,,0,2,16,2,01/05/2026,244.398885,02/03/2026,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,0,244.398915,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPD-0061,,SABOR NARANJA NATURAL 66.167SD,KG,,0,/  /,/  /,800.226166,,0,1,0,2,01/05/2026,800.2260728,02/03/2026,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,0,800.226166,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPD-0062,,ASPARTAME Polvo,KG,,0,/  /,/  /,290.0917417,,0,1,16,2,05/12/2025,295.21194,01/09/2025,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,0,295.21194,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPD-0070,,CLORURO DE SODIO,KG,,0,/  /,/  /,22.70255,,0,3,0,2,04/08/2026,22.71009,28/07/2026,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,2,0,0,0,,1,1,1,1,1,1,0,0,1,0,22.61584,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPD-0071,,SABOR LIMON NATURAL 862.70190B,KG,,0,/  /,/  /,821.6916,,0,1,0,2,/  /,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ACTIVO,MPD-0083,,BICARBONATO DE POTASIO,KG,,0,/  /,/  /,87.43381232,,0,1,16,2,23/12/2025,226.8,09/12/2025,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,0,226.8,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ACTIVO,MPD-0084,,CARBONATO DE MAGNESIO,KG,,0,/  /,/  /,88.98239759,,0,1,16,2,26/06/2026,111.0152247,26/06/2026,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,0,111.0152247,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPD-0090,,SABOR MANDARINA 1875002,KG,,0,/  /,/  /,291.050593,,0,1,0,2,/  /,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPD-0093,,COLOR CARAMELO,KG,,0,/  /,/  /,55.1676,,0,3,16,2,10/11/2025,0,10/11/2025,1,1,1,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,2,0,0,0,,1,1,1,1,1,1,0,0,1,0,55.1676,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,1,1,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
ADITIVO,MPD-0095,,Sabor café 21.9048,KG,,0,/  /,/  /,1024.22664,,0,1,0,2,/  /,0,/  /,1,1,0,1,0,1,,0,0,0,0,0,,0,,,,,,,,,0,,0,,F,0,,0,3,0,,,,,0,,,,,,,,,,,,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,/  /,,0,0,0,0,,0,0,0,0,0,0,,F,,0,0,0,0,0,0,,0,0,0,,0,0,PESOS,PESOS,,0,0,0,0,0,,,,
