No_nota   ,Tip_not      ,Fecha     ,Cve_factu,No_fac    ,Tot_nota            ,Saldo               ,Nom_cte                                                                                                                                                                                                                                                       ,No_cliente,No_estado ,Iva                 ,Ieps                ,Retisrcre           ,Retiva_not          ,Impto1              ,Impto2              ,Timpto1,Timpto2,Otrosimptos,Subtotal            ,Descuento           ,Cve_mon   ,Des_mon                                                                         ,Tip_cam   ,Cve_age,Nom_age                                 ,Cve_ncre    ,Cve_mov   ,Num_cuenta,Afeban,No_ped    ,Suc_ped,No_rem    ,Suc_rem,Cse_prod  ,Cve_prod            ,Desc_prod                               ,New_med,Unidad,Cantidad            ,Valor_prod          ,Dcto1       ,Dcto2       ,Costo_prom          ,Lote                          ,Ref_lote                 ,Desc_med                                ,Lote_ext001                   
N573      ,Dev. Just.   ,14/03/2016,FAR      ,3253,666.07,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,91.872,0,0,0,0,0,0,0,0,574.2,0,1,PESOS                                                                           ,17.7002,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,HR        ,51TBPF01            ,PLENIFORM 40 /30 TABS.                  ,       ,PZA   ,20,28.71,0,0,128.0158066,16A0011                       ,                         ,                                        ,16B0029                       
N573      ,Dev. Just.   ,14/03/2016,FAR      ,3253,788.8,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,108.8,0,0,0,0,0,0,0,0,680,0,1,PESOS                                                                           ,17.7002,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,AR        ,51TBRF01            ,RHUMAVO F C/30 TABS.                    ,       ,PZA   ,20,34,0,0,141.228862,16B0024                       ,                         ,                                        ,16B0029                       
N573      ,Dev. Just.   ,14/03/2016,FAR      ,3253,384.89,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,53.088,0,0,0,0,0,0,0,0,331.8,0,1,PESOS                                                                           ,17.7002,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,VI        ,51TBCK03            ,C-KIDS C/30 TABS.                       ,       ,PZA   ,20,16.59,0,0,95.4949414,15F0084                       ,                         ,                                        ,16B0029                       
N573      ,Dev. Just.   ,14/03/2016,FAR      ,3253,398.11,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,54.912,0,0,0,0,0,0,0,0,343.2,0,1,PESOS                                                                           ,17.7002,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,VI        ,51TBBP01            ,B-PLEX C/30 TABS.                       ,       ,PZA   ,20,17.16,0,0,99.3949348,16B0029                       ,                         ,                                        ,16B0029                       
N574      ,Dev. Just.   ,14/03/2016,FAR      ,3223,4141.08,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,571.184,0,0,0,0,0,0,0,0,3569.9,0,1,PESOS                                                                           ,17.7002,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,SUPLEMENTO,51CPDG05            ,D-GELAC+FS C/30 CAPS.                   ,       ,PZA   ,145,24.62,0,0,721.3383933,16B0014                       ,                         ,                                        ,15L0159                       
N574      ,Dev. Just.   ,14/03/2016,FAR      ,3223,5722.16,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,789.264,0,0,0,0,0,0,0,0,4932.9,0,1,PESOS                                                                           ,17.7002,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,DI        ,51CPLF01            ,BIO-LACTOFRIZ /30 CAPS.                 ,       ,PZA   ,135,36.54,0,0,780.4147608,15L0159                       ,                         ,                                        ,15L0159                       
N577      ,Dev. Just.   ,22/03/2016,FAR      ,3208,93508.04,0,SUPER MAYOREO NATURISTA S.A. DE C.V.                                                                                                                                                                                                                          ,61,Pagada    ,12897.6601,0,0,0,0,0,0,0,0,80610.3756,17158.4244,1,PESOS                                                                           ,17.2995,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,VN        ,51TNCI02            ,CASTAN DE INN /50 TABS.                 ,       ,PZA   ,3330,29.36,15,0,22398.23308,16A0010                       ,                         ,                                        ,16B0020                       
N577      ,Dev. Just.   ,22/03/2016,FAR      ,3208,24446.55,0,SUPER MAYOREO NATURISTA S.A. DE C.V.                                                                                                                                                                                                                          ,61,Pagada    ,3371.93728,0,0,0,0,0,0,0,0,21074.608,651.792,1,PESOS                                                                           ,17.2995,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,VN        ,51TNCI02            ,CASTAN DE INN /50 TABS.                 ,       ,PZA   ,740,29.36,0,0,4765.776949,16B0020                       ,                         ,                                        ,16B0020                       
N580      ,Dev. Just.   ,29/03/2016,FAR      ,3112,2598.4,0,VENTA MENUDEO                                                                                                                                                                                                                                                 ,1,Pagada    ,358.4,0,0,0,0,0,0,0,0,2240,0,1,PESOS                                                                           ,17.461,3,ANA LUISA MIRAMONTES ZEPEDA             ,            ,0,0,F     ,0,       ,0,       ,SUPLEMENTO,51TBSA01            ,SATIC C/30 TABS.                        ,       ,PZA   ,20,112,0,0,863.5733168,15D0061                       ,                         ,                                        ,15D0061                       
N583      ,Dev. Just.   ,01/04/2016,FAR      ,3364,8180.54,0,SUPER MAYOREO NATURISTA S.A. DE C.V.                                                                                                                                                                                                                          ,61,Pagada    ,1128.35056,0,0,0,0,0,0,0,0,7052.191,218.109,1,PESOS                                                                           ,17.237,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,SUPLEMENTO,51TBME01            ,MEM-EH C/30 TABS                        ,       ,PIEZA ,290,25.07,0,0,2028.116859,16B0019                       ,                         ,                                        ,16B0025                       
N583      ,Dev. Just.   ,01/04/2016,FAR      ,3364,120096.15,0,SUPER MAYOREO NATURISTA S.A. DE C.V.                                                                                                                                                                                                                          ,61,Pagada    ,16564.98643,0,0,0,0,0,0,0,0,103531.1652,3201.9948,1,PESOS                                                                           ,17.237,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,VN        ,51TNCI02            ,CASTAN DE INN /50 TABS.                 ,       ,PZA   ,3996,26.71,0,0,27494.30753,16C0033                       ,                         ,                                        ,16B0025                       
N583      ,Dev. Just.   ,01/04/2016,FAR      ,3364,65578.12,0,SUPER MAYOREO NATURISTA S.A. DE C.V.                                                                                                                                                                                                                          ,61,Pagada    ,9045.25776,0,0,0,0,0,0,0,0,56532.861,1748.439,1,PESOS                                                                           ,17.237,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,HR        ,51TBPF01            ,PLENIFORM 40 /30 TABS.                  ,       ,PZA   ,2030,28.71,0,0,12993.60437,16A0011                       ,                         ,                                        ,16B0025                       
N583      ,Dev. Just.   ,01/04/2016,FAR      ,3364,3868.94,0,SUPER MAYOREO NATURISTA S.A. DE C.V.                                                                                                                                                                                                                          ,61,Pagada    ,533.64744,0,0,0,0,0,0,0,0,3335.2965,103.1535,1,PESOS                                                                           ,17.237,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,VI        ,51CPVF01            ,BIOMIVIT 400 30 / CAPS                  ,       ,PZA   ,135,25.47,0,0,767.0252246,16B0025                       ,                         ,                                        ,16B0025                       
N585      ,Dev. Just.   ,06/04/2016,FAR      ,2443,9117.6,0,NUTRIMANIA                                                                                                                                                                                                                                                    ,292,Pagada    ,1257.6,0,0,0,0,0,0,0,0,7860,0,1,PESOS                                                                           ,17.7252,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,SUPLEMENTO,51TBSA01            ,SATIC C/30 TABS.                        ,       ,PZA   ,75,104.8,0,0,2839.430908,15D0061                       ,                         ,                                        ,15D0061                       
N586      ,Dev. Just.   ,06/04/2016,FAR      ,2444,7901.92,0,NUTRIMANIA                                                                                                                                                                                                                                                    ,292,Pagada    ,1089.92,0,0,0,0,0,0,0,0,6812,0,1,PESOS                                                                           ,17.7252,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,SUPLEMENTO,51TBSA01            ,SATIC C/30 TABS.                        ,       ,PZA   ,65,104.8,0,0,2460.84012,15D0061                       ,                         ,                                        ,15D0061                       
N587      ,Dev. Just.   ,06/04/2016,FAR      ,3380,643.1,0,CANO LOPEZ ALFREDO                                                                                                                                                                                                                                            ,310,Pagada    ,88.704,0,0,0,0,0,0,0,0,554.4,0,1,PESOS                                                                           ,17.7252,22,JAIME ALEJANDRO VILLALOBOS              ,            ,0,0,F     ,0,       ,0,       ,VI        ,51TBCK03            ,C-KIDS C/30 TABS.                       ,       ,PZA   ,30,18.48,0,0,154.9499226,16C0030                       ,                         ,                                        ,16C0030                       
N587      ,Dev. Just.   ,06/04/2016,FAR      ,3380,0,0,CANO LOPEZ ALFREDO                                                                                                                                                                                                                                            ,310,Pagada    ,0,0,0,0,0,0,0,0,0,0,0,1,PESOS                                                                           ,17.7252,22,JAIME ALEJANDRO VILLALOBOS              ,            ,0,0,F     ,0,       ,0,       ,VI        ,51TBCK03            ,C-KIDS C/30 TABS.                       ,       ,PZA   ,1,0.000001,0,0,5.16499742,16C0030                       ,                         ,                                        ,16C0030                       
N588      ,Dev. Just.   ,11/04/2016,FAR      ,3371,552.55,0,ROSARIO MENDOZA MACEDO                                                                                                                                                                                                                                        ,8,Pagada    ,76.2144,0,0,0,0,0,0,0,0,476.34,0,1,PESOS                                                                           ,17.7391,21,ROSA ACOSTA                             ,            ,0,0,F     ,0,       ,0,       ,RJ        ,51CPPS01            ,PASSITILX-3 /30 CAPS.                   ,       ,PZA   ,17,28.02,0,0,126.624483,PS15I0009                     ,                         ,                                        ,PS15I0009                     
N590      ,Dev. Just.   ,18/04/2016,FAR      ,3390,33257.2,0,REDER S. DE R.L. DE C.V.                                                                                                                                                                                                                                      ,72,Pagada    ,4587.2,0,0,0,0,0,0,0,0,28670,0,1,PESOS                                                                           ,17.5669,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,VN        ,51TNCI02            ,CASTAN DE INN /50 TABS.                 ,       ,PZA   ,1000,28.67,0,0,6638.68095,16C0034                       ,                         ,                                        ,VG16C0005                     
N590      ,Dev. Just.   ,18/04/2016,FAR      ,3390,0,0,REDER S. DE R.L. DE C.V.                                                                                                                                                                                                                                      ,72,Pagada    ,0.000016,0,0,0,0,0,0,0,0,0.0001,0,1,PESOS                                                                           ,17.5669,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,PRODIVA   ,55GLVG01            ,VARISAN GEL 240 GR.                     ,       ,PZA   ,50,0.000001,0,0,479.46065,VG16C0005                     ,                         ,                                        ,VG16C0005                     
N590      ,Dev. Just.   ,18/04/2016,FAR      ,3390,0,0,REDER S. DE R.L. DE C.V.                                                                                                                                                                                                                                      ,72,Pagada    ,0,0,0,0,0,0,0,0,0,0,0,1,PESOS                                                                           ,17.5669,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,DI        ,51TBTM01            ,TAMARIN-LX /30 CAPS.                    ,       ,PZA   ,10,0.000001,0,0,85.0074574,16B0023                       ,                         ,                                        ,VG16C0005                     
N590      ,Dev. Just.   ,18/04/2016,FAR      ,3390,4973.99,0,REDER S. DE R.L. DE C.V.                                                                                                                                                                                                                                      ,72,Pagada    ,686.0672,0,0,0,0,0,0,0,0,4287.92,0,1,PESOS                                                                           ,17.5669,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,PRODIVA   ,55GLVG01            ,VARISAN GEL 240 GR.                     ,       ,PZA   ,152,28.21,0,0,1316.601357,VG16B0003                     ,                         ,                                        ,VG16C0005                     
N590      ,Dev. Just.   ,18/04/2016,FAR      ,3390,0,0,REDER S. DE R.L. DE C.V.                                                                                                                                                                                                                                      ,72,Pagada    ,0.000016,0,0,0,0,0,0,0,0,0.0001,0,1,PESOS                                                                           ,17.5669,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,VN        ,51TNCI02            ,CASTAN DE INN /50 TABS.                 ,       ,PZA   ,100,0.000001,0,0,663.868095,16C0034                       ,                         ,                                        ,VG16C0005                     
N590      ,Dev. Just.   ,18/04/2016,FAR      ,3390,0,0,REDER S. DE R.L. DE C.V.                                                                                                                                                                                                                                      ,72,Pagada    ,0.000016,0,0,0,0,0,0,0,0,0.0001,0,1,PESOS                                                                           ,17.5669,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,VN        ,51TBVT01            ,VARISAN C/100 TABS.                     ,       ,PZA   ,50,0.000001,0,0,368.3176515,VT16C0004                     ,                         ,                                        ,VG16C0005                     
N590      ,Dev. Just.   ,18/04/2016,FAR      ,3390,5852.9,0,REDER S. DE R.L. DE C.V.                                                                                                                                                                                                                                      ,72,Pagada    ,807.296,0,0,0,0,0,0,0,0,5045.6,0,1,PESOS                                                                           ,17.5669,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,VN        ,51TBVT01            ,VARISAN C/100 TABS.                     ,       ,PZA   ,170,29.68,0,0,1427.387631,VT16A0002                     ,                         ,                                        ,VG16C0005                     
N590      ,Dev. Just.   ,18/04/2016,FAR      ,3390,11361.5,0,REDER S. DE R.L. DE C.V.                                                                                                                                                                                                                                      ,72,Pagada    ,1567.104,0,0,0,0,0,0,0,0,9794.4,0,1,PESOS                                                                           ,17.5669,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,VN        ,51TBVT01            ,VARISAN C/100 TABS.                     ,       ,PZA   ,330,29.68,0,0,2430.8965,VT16C0004                     ,                         ,                                        ,VG16C0005                     
N590      ,Dev. Just.   ,18/04/2016,FAR      ,3390,4865.04,0,REDER S. DE R.L. DE C.V.                                                                                                                                                                                                                                      ,72,Pagada    ,671.04,0,0,0,0,0,0,0,0,4194,0,1,PESOS                                                                           ,17.5669,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,DI        ,51TBTM01            ,TAMARIN-LX /30 CAPS.                    ,       ,PZA   ,200,20.97,0,0,1700.149148,16B0023                       ,                         ,                                        ,VG16C0005                     
N590      ,Dev. Just.   ,18/04/2016,FAR      ,3390,11387.81,0,REDER S. DE R.L. DE C.V.                                                                                                                                                                                                                                      ,72,Pagada    ,1570.7328,0,0,0,0,0,0,0,0,9817.08,0,1,PESOS                                                                           ,17.5669,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,PRODIVA   ,55GLVG01            ,VARISAN GEL 240 GR.                     ,       ,PZA   ,348,28.21,0,0,3337.046124,VG16C0005                     ,                         ,                                        ,VG16C0005                     
N592      ,Dev. Just.   ,19/04/2016,FAR      ,3386,1757.98,0,LETICIA PAZ URIAS                                                                                                                                                                                                                                             ,297,Pagada    ,242.48,0,0,0,0,0,0,0,0,1515.5,0,1,PESOS                                                                           ,17.4598,21,ROSA ACOSTA                             ,            ,0,0,F     ,0,       ,0,       ,DI        ,51CPLF01            ,BIO-LACTOFRIZ /30 CAPS.                 ,       ,PZA   ,50,30.31,0,0,737.18375,16C0041                       ,                         ,                                        ,16C0040                       
N592      ,Dev. Just.   ,19/04/2016,FAR      ,3386,760.73,0,LETICIA PAZ URIAS                                                                                                                                                                                                                                             ,297,Pagada    ,104.928,0,0,0,0,0,0,0,0,655.8,0,1,PESOS                                                                           ,17.4598,21,ROSA ACOSTA                             ,            ,0,0,F     ,0,       ,0,       ,CP        ,51TBCG01            ,COLAGENER C/60 TABS.                    ,       ,PZA   ,30,21.86,0,0,363.7359012,16C0040                       ,                         ,                                        ,16C0040                       
N593      ,Dev. Just.   ,21/04/2016,FAR      ,3363,17062.21,0,"BRUDIFARMA, S.A. DE C.V.                                                                                                                                                                                                                                      ",260,Pagada    ,2353.408,0,0,0,0,0,0,0,0,14708.8,0,1,PESOS                                                                           ,17.3078,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,SUPLEMENTO,51CPDG04            ,D-GELAC C/30 CAPS.                      ,       ,PZA   ,580,25.36,0,0,2066.850607,16B0015                       ,                         ,                                        ,16B0015                       
N594      ,Dev. Just.   ,21/04/2016,FAR      ,1601,9892.48,0,"PHARMA LIFE, S DE RL DE CV                                                                                                                                                                                                                                    ",252,Pagada    ,1364.48,0,0,0,0,0,0,0,0,8528,0,1,PESOS                                                                           ,17.3078,13,OCTAVIO PINTOR GONZALEZ                 ,            ,0,0,F     ,0,       ,0,       ,SUPLEMENTO,51TBSA01            ,SATIC C/30 TABS.                        ,       ,PZA   ,82,104,0,0,4328.663743,14F0070                       ,                         ,                                        ,14F0070                       
N595      ,Dev. Just.   ,26/04/2016,FAR      ,3114,712.24,0,"HISA FARMACEUTICA, S.A. DE C.V.                                                                                                                                                                                                                               ",312,Pagada    ,98.24,0,0,0,0,0,0,0,0,614,0,1,PESOS                                                                           ,17.5866,22,JAIME ALEJANDRO VILLALOBOS              ,            ,0,0,F     ,0,       ,0,       ,PRODIVA   ,51GLVA01            ,VANESIR GEL 200 ML                      ,       ,PZA   ,20,30.7,0,0,236.835823,16A0006                       ,                         ,                                        ,15I0114                       
N595      ,Dev. Just.   ,26/04/2016,FAR      ,3114,2569.4,0,"HISA FARMACEUTICA, S.A. DE C.V.                                                                                                                                                                                                                               ",312,Pagada    ,354.4,0,0,0,0,0,0,0,0,2215,0,1,PESOS                                                                           ,17.5866,22,JAIME ALEJANDRO VILLALOBOS              ,            ,0,0,F     ,0,       ,0,       ,VR        ,51JBDB02            ,DIABEBRON JARABE 120 ML.                ,       ,PZA   ,100,22.15,0,0,858.7868,DB16A0001                     ,                         ,                                        ,15I0114                       
N595      ,Dev. Just.   ,26/04/2016,FAR      ,3114,1167.89,0,"HISA FARMACEUTICA, S.A. DE C.V.                                                                                                                                                                                                                               ",312,Pagada    ,161.088,0,0,0,0,0,0,0,0,1006.8,0,1,PESOS                                                                           ,17.5866,22,JAIME ALEJANDRO VILLALOBOS              ,            ,0,0,F     ,0,       ,0,       ,VI        ,51CPVB02            ,VITABIOM Q10 /30 CAPS.                  ,       ,PZA   ,30,33.56,0,0,340.5485175,16A0003                       ,                         ,                                        ,15I0114                       
N595      ,Dev. Just.   ,26/04/2016,FAR      ,3114,3684.16,0,"HISA FARMACEUTICA, S.A. DE C.V.                                                                                                                                                                                                                               ",312,Pagada    ,508.16,0,0,0,0,0,0,0,0,3176,0,1,PESOS                                                                           ,17.5866,22,JAIME ALEJANDRO VILLALOBOS              ,            ,0,0,F     ,0,       ,0,       ,VN        ,51TBVA01            ,VANESIR /45 TABS.                       ,       ,PZA   ,100,31.76,0,0,621.326702,15I0114                       ,                         ,                                        ,15I0114                       
N598      ,Dev. Just.   ,06/05/2016,FAR      ,3485,381.17,0,SUPER MAYOREO NATURISTA S.A. DE C.V.                                                                                                                                                                                                                          ,61,Pagada    ,52.575552,0,0,0,0,0,0,0,0,328.5972,10.1628,1,PESOS                                                                           ,17.7866,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,DI        ,51CPLF01            ,BIO-LACTOFRIZ /30 CAPS.                 ,       ,PZA   ,9,37.64,0,0,37.78380198,16C0041                       ,                         ,                                        ,16C0037                       
N598      ,Dev. Just.   ,06/05/2016,FAR      ,3485,109.09,0,SUPER MAYOREO NATURISTA S.A. DE C.V.                                                                                                                                                                                                                          ,61,Pagada    ,15.04664,0,0,0,0,0,0,0,0,94.0415,2.9085,1,PESOS                                                                           ,17.7866,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,            ,0,0,F     ,0,       ,0,       ,DI        ,51TBTM01            ,TAMARIN-LX /30 CAPS.                    ,       ,PZA   ,5,19.39,0,0,44.0794236,16C0037                       ,                         ,                                        ,16C0037                       
N599      ,Dev. Just.   ,11/05/2016,FAR      ,3553,17650.56,0,"MEDAVAN, S.A DE C.V. (incobrable)                                                                                                                                                                                                                             ",291,Pagada    ,2434.56,0,0,0,0,0,0,0,0,15216,0,1,PESOS                                                                           ,18.0205,3,ANA LUISA MIRAMONTES ZEPEDA             ,            ,0,0,F     ,0,       ,0,       ,SUPLEMENTO,51CPDG05            ,D-GELAC+FS C/30 CAPS.                   ,       ,PZA   ,600,25.36,0,0,3017.33382,1.60E+54,                         ,                                        ,1.60E+60
N599      ,Dev. Just.   ,11/05/2016,FAR      ,3553,30563.68,0,"MEDAVAN, S.A DE C.V. (incobrable)                                                                                                                                                                                                                             ",291,Pagada    ,4215.68,0,0,0,0,0,0,0,0,26348,0,1,PESOS                                                                           ,18.0205,3,ANA LUISA MIRAMONTES ZEPEDA             ,            ,0,0,F     ,0,       ,0,       ,DI        ,51CPLF01            ,BIO-LACTOFRIZ /30 CAPS.                 ,       ,PZA   ,700,37.64,0,0,2938.740154,16C0041                       ,                         ,                                        ,1.60E+60
N599      ,Dev. Just.   ,11/05/2016,FAR      ,3553,14922,0,"MEDAVAN, S.A DE C.V. (incobrable)                                                                                                                                                                                                                             ",291,Pagada    ,0,0,0,0,0,0,0,0,0,14922,0,1,PESOS                                                                           ,18.0205,3,ANA LUISA MIRAMONTES ZEPEDA             ,            ,0,0,F     ,0,       ,0,       ,VR-0      ,51JBNT01            ,NATUBRON JARABE 240 ML.                 ,       ,PZA   ,600,24.87,0,0,6918.837708,16D0050                       ,                         ,                                        ,1.60E+60
N599      ,Dev. Just.   ,11/05/2016,FAR      ,3553,6860.24,0,"MEDAVAN, S.A DE C.V. (incobrable)                                                                                                                                                                                                                             ",291,Pagada    ,946.24,0,0,0,0,0,0,0,0,5914,0,1,PESOS                                                                           ,18.0205,3,ANA LUISA MIRAMONTES ZEPEDA             ,            ,0,0,F     ,0,       ,0,       ,HR        ,51TBPF01            ,PLENIFORM 40 /30 TABS.                  ,       ,PZA   ,200,29.57,0,0,1295.535932,1.60E+57,                         ,                                        ,1.60E+60
N599      ,Dev. Just.   ,11/05/2016,FAR      ,3553,8142.74,0,"MEDAVAN, S.A DE C.V. (incobrable)                                                                                                                                                                                                                             ",291,Pagada    ,1123.136,0,0,0,0,0,0,0,0,7019.6,0,1,PESOS                                                                           ,18.0205,3,ANA LUISA MIRAMONTES ZEPEDA             ,            ,0,0,F     ,0,       ,0,       ,SUPLEMENTO,51TBME01            ,MEM-EH C/30 TABS                        ,       ,PIEZA ,280,25.07,0,0,1958.181795,16B0019                       ,                         ,                                        ,1.60E+60
N599      ,Dev. Just.   ,11/05/2016,FAR      ,3553,41786.68,0,"MEDAVAN, S.A DE C.V. (incobrable)                                                                                                                                                                                                                             ",291,Pagada    ,5763.68,0,0,0,0,0,0,0,0,36023,0,1,PESOS                                                                           ,18.0205,3,ANA LUISA MIRAMONTES ZEPEDA             ,            ,0,0,F     ,0,       ,0,       ,DI        ,51TBPK01            ,PROBIO KIDS / 30 TABS.                  ,       ,PZA   ,1700,21.19,0,0,9357.4613,16D0047                       ,                         ,                                        ,1.60E+60
N599      ,Dev. Just.   ,11/05/2016,FAR      ,3553,6928.68,0,"MEDAVAN, S.A DE C.V. (incobrable)                                                                                                                                                                                                                             ",291,Pagada    ,955.68,0,0,0,0,0,0,0,0,5973,0,1,PESOS                                                                           ,18.0205,3,ANA LUISA MIRAMONTES ZEPEDA             ,            ,0,0,F     ,0,       ,0,       ,CP        ,51TBCG01            ,COLAGENER C/60 TABS.                    ,       ,PZA   ,220,27.15,0,0,2521.345873,16D0044                       ,                         ,                                        ,1.60E+60
N599      ,Dev. Just.   ,11/05/2016,FAR      ,3553,11588.4,0,"MEDAVAN, S.A DE C.V. (incobrable)                                                                                                                                                                                                                             ",291,Pagada    ,1598.4,0,0,0,0,0,0,0,0,9990,0,1,PESOS                                                                           ,18.0205,3,ANA LUISA MIRAMONTES ZEPEDA             ,            ,0,0,F     ,0,       ,0,       ,DI        ,51TBTM01            ,TAMARIN-LX /30 CAPS.                    ,       ,PZA   ,500,19.98,0,0,4275.52345,16D0052                       ,                         ,                                        ,1.60E+60
N599      ,Dev. Just.   ,11/05/2016,FAR      ,3553,16120.52,0,"MEDAVAN, S.A DE C.V. (incobrable)                                                                                                                                                                                                                             ",291,Pagada    ,2223.52,0,0,0,0,0,0,0,0,13897,0,1,PESOS                                                                           ,18.0205,3,ANA LUISA MIRAMONTES ZEPEDA             ,            ,0,0,F     ,0,       ,0,       ,CK        ,51CPRK01            ,RESTIK  /30 TABS.                       ,       ,PZA   ,260,53.45,0,0,5395.13696,1.40E+64,                         ,                                        ,1.60E+60
N599      ,Dev. Just.   ,11/05/2016,FAR      ,3553,11878.4,0,"MEDAVAN, S.A DE C.V. (incobrable)                                                                                                                                                                                                                             ",291,Pagada    ,1638.4,0,0,0,0,0,0,0,0,10240,0,1,PESOS                                                                           ,18.0205,3,ANA LUISA MIRAMONTES ZEPEDA             ,            ,0,0,F     ,0,       ,0,       ,VR        ,51JBDB02            ,DIABEBRON JARABE 120 ML.                ,       ,PZA   ,500,20.48,0,0,3599.755885,DB16D0008                     ,                         ,                                        ,1.60E+60
N599      ,Dev. Just.   ,11/05/2016,FAR      ,3553,24514.28,0,"MEDAVAN, S.A DE C.V. (incobrable)                                                                                                                                                                                                                             ",291,Pagada    ,3381.28,0,0,0,0,0,0,0,0,21133,0,1,PESOS                                                                           ,18.0205,3,ANA LUISA MIRAMONTES ZEPEDA             ,            ,0,0,F     ,0,       ,0,       ,AR        ,51TBCF02            ,CONDROFLEX PLUSS C/30 TABS.             ,       ,PZA   ,700,30.19,0,0,8431.67962,CON15G0005                    ,                         ,                                        ,1.60E+60
N599      ,Dev. Just.   ,11/05/2016,FAR      ,3553,7704.49,0,"MEDAVAN, S.A DE C.V. (incobrable)                                                                                                                                                                                                                             ",291,Pagada    ,1062.688,0,0,0,0,0,0,0,0,6641.8,0,1,PESOS                                                                           ,18.0205,3,ANA LUISA MIRAMONTES ZEPEDA             ,            ,0,0,F     ,0,       ,0,       ,AR        ,51TBCF02            ,CONDROFLEX PLUSS C/30 TABS.             ,       ,PZA   ,220,30.19,0,0,2961.585799,CON16E0010                    ,                         ,                                        ,1.60E+60
N599      ,Dev. Just.   ,11/05/2016,FAR      ,3553,7004.08,0,"MEDAVAN, S.A DE C.V. (incobrable)                                                                                                                                                                                                                             ",291,Pagada    ,966.08,0,0,0,0,0,0,0,0,6038,0,1,PESOS                                                                           ,18.0205,3,ANA LUISA MIRAMONTES ZEPEDA             ,            ,0,0,F     ,0,       ,0,       ,AR        ,51TBCF02            ,CONDROFLEX PLUSS C/30 TABS.             ,       ,PZA   ,200,30.19,0,0,2421.0265,CON15H0007                    ,                         ,                                        ,1.60E+60
N599      ,Dev. Just.   ,11/05/2016,FAR      ,3553,6403.2,0,"MEDAVAN, S.A DE C.V. (incobrable)                                                                                                                                                                                                                             ",291,Pagada    ,883.2,0,0,0,0,0,0,0,0,5520,0,1,PESOS                                                                           ,18.0205,3,ANA LUISA MIRAMONTES ZEPEDA             ,            ,0,0,F     ,0,       ,0,       ,CK        ,51TBKC01            ,BIOMIRAL KC-TROL C/60 TABS.             ,       ,PZA   ,200,27.6,0,0,2443.41939,15I0110                       ,                         ,                                        ,1.60E+60
