No_nota   ,Tip_not      ,Fecha     ,Fec_rea   ,Conc,Cve_factu,No_fac    ,Tot_nota            ,Saldo               ,Nom_cte                                                                                                                                                                                                                                                       ,No_cliente,No_estado ,Iva                 ,Ieps                ,Retisrcre           ,Retiva_not          ,Impto1              ,Impto2              ,Timpto1,Timpto2,Otrosimptos,Subtotal            ,Descuento           ,Cve_mon   ,Des_mon                                                                         ,Tip_cam   ,Cve_age,Nom_age                                 ,Cve_ncre    ,Cve_mov   ,Num_cuenta,Afeban,No_ped    ,Suc_ped,No_rem    ,Suc_rem,4
N3670     ,Descuento    ,26/05/2023,  /  /    ,F   ,FAR      ,18467,52325.48,0,PHARMA AMIGO SA DE CV                                                                                                                                                                                                                                         ,373,Pagada    ,7217.31,0,0,0,0,0,0,0,0,45108.17,0,1,PESOS                                                                           ,17.8195,27,MEXICO                                  ,A2          ,0,0,F     ,0,       ,0,       ,N3670         
N3671     ,Descuento    ,26/05/2023,  /  /    ,F   ,FAR      ,17984,2320.37,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,320.05,0,0,0,0,0,0,0,0,2000.32,0,1,PESOS                                                                           ,17.8195,27,MEXICO                                  ,A7          ,0,0,F     ,0,       ,0,       ,N3671         
N3672     ,Descuento    ,26/05/2023,  /  /    ,F   ,FAR      ,18190,2333.44,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,321.85,0,0,0,0,0,0,0,0,2011.59,0,1,PESOS                                                                           ,17.8195,27,MEXICO                                  ,A7          ,0,0,F     ,0,       ,0,       ,N3672         
N3674     ,Descuento    ,26/05/2023,  /  /    ,F   ,FAR      ,18499,1386.3,0,"TECNONATURA, S.A. DE C.V.                                                                                                                                                                                                                                     ",190,Pagada    ,191.21,0,0,0,0,0,0,0,0,1195.09,0,1,PESOS                                                                           ,17.8195,14,IVAN EDUARDO MARQUEZ TRUJILLO           ,A9          ,0,0,F     ,0,       ,0,       ,N3674         
N3675     ,Descuento    ,30/05/2023,  /  /    ,F   ,FAR      ,18067,8037.71,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,1108.65,0,0,0,0,0,0,0,0,6929.06,0,1,PESOS                                                                           ,17.6723,29,GUADALAJARA                             ,A2          ,0,0,F     ,0,       ,0,       ,N3675         
N3676     ,Descuento    ,30/05/2023,  /  /    ,F   ,FAR      ,17905,672,0,RAMA FARMACEUTICA                                                                                                                                                                                                                                             ,364,Pagada    ,92.69,0,0,0,0,0,0,0,0,579.31,0,1,PESOS                                                                           ,17.6723,27,MEXICO                                  ,A2          ,0,0,F     ,0,       ,0,       ,N3676         
N3681     ,Descuento    ,31/05/2023,  /  /    ,F   ,FAR      ,17858,30352.01,0,RAMA FARMACEUTICA                                                                                                                                                                                                                                             ,364,Pagada    ,4186.48,0,0,0,0,0,0,0,0,26165.53,0,1,PESOS                                                                           ,17.5605,27,MEXICO                                  ,A2          ,0,0,F     ,0,       ,0,       ,N3681         
N3682     ,Descuento    ,31/05/2023,  /  /    ,F   ,FAR      ,18476,26100,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,3600,0,0,0,0,0,0,0,0,22500,0,1,PESOS                                                                           ,17.5605,27,MEXICO                                  ,A7          ,0,0,F     ,0,       ,0,       ,N3682         
N3683     ,Descuento    ,31/05/2023,  /  /    ,F   ,FAR      ,18216,43475.2,0,SUPER MAYOREO NATURISTA S.A. DE C.V.                                                                                                                                                                                                                          ,61,Pagada    ,5996.58,0,0,0,0,0,0,0,0,37478.62,0,1,PESOS                                                                           ,17.5605,27,MEXICO                                  ,A7          ,0,0,F     ,0,       ,0,       ,N3683         
N3684     ,Descuento    ,31/05/2023,  /  /    ,F   ,FAR      ,17833,35044.6,0,RAMA FARMACEUTICA                                                                                                                                                                                                                                             ,364,Pagada    ,4833.74,0,0,0,0,0,0,0,0,30210.86,0,1,PESOS                                                                           ,17.5605,27,MEXICO                                  ,A12         ,0,0,F     ,0,       ,0,       ,N3684         
N3685     ,Descuento    ,31/05/2023,  /  /    ,F   ,FAR      ,17833,13963,0,RAMA FARMACEUTICA                                                                                                                                                                                                                                             ,364,Pagada    ,1925.93,0,0,0,0,0,0,0,0,12037.07,0,1,PESOS                                                                           ,17.5605,27,MEXICO                                  ,A2          ,0,0,F     ,0,       ,0,       ,N3685         
N3688     ,Descuento    ,31/05/2023,  /  /    ,F   ,FAR      ,18286,988.99,0,REINVEX INTEGRA SA DE CV                                                                                                                                                                                                                                      ,372,Pagada    ,136.41,0,0,0,0,0,0,0,0,852.58,0,1,PESOS                                                                           ,17.5605,27,MEXICO                                  ,A7          ,0,0,F     ,0,       ,0,       ,N3688         
N3689     ,Descuento    ,01/06/2023,  /  /    ,F   ,FAR      ,17971,1372.11,165.65,FARMACIA GUADALAJARA                                                                                                                                                                                                                                          ,423,Parcial   ,189.26,0,0,0,0,0,0,0,0,1182.85,0,1,PESOS                                                                           ,17.6532,29,GUADALAJARA                             ,DESC        ,0,0,F     ,0,       ,0,       ,N3689         
N3690     ,Descuento    ,01/06/2023,  /  /    ,F   ,FAR      ,18521,10278.57,0,PHARMA AMIGO SA DE CV                                                                                                                                                                                                                                         ,373,Pagada    ,1417.73,0,0,0,0,0,0,0,0,8860.84,0,1,PESOS                                                                           ,17.6532,27,MEXICO                                  ,DESC        ,0,0,F     ,0,       ,0,       ,N3690         
N3691     ,Descuento    ,06/06/2023,  /  /    ,F   ,FAR      ,15995,17042.15,0,FARMACIA GUADALAJARA                                                                                                                                                                                                                                          ,423,Pagada    ,2350.64,0,0,0,0,0,0,0,0,14691.51,0,1,PESOS                                                                           ,17.5063,29,GUADALAJARA                             ,DESC        ,0,0,F     ,0,       ,0,       ,N3691         
N3692     ,Descuento    ,06/06/2023,  /  /    ,F   ,FAR      ,18574,40600,0,ROSARIO MENDOZA MACEDO                                                                                                                                                                                                                                        ,8,Pagada    ,5600,0,0,0,0,0,0,0,0,35000,0,1,PESOS                                                                           ,17.5063,29,GUADALAJARA                             ,A7          ,0,0,F     ,0,       ,0,       ,N3692         
N3693     ,Descuento    ,06/06/2023,  /  /    ,F   ,FAR      ,17911,864.75,0,PROMOTORA SALUDANAT SA DE CV                                                                                                                                                                                                                                  ,428,Pagada    ,119.28,0,0,0,0,0,0,0,0,745.47,0,1,PESOS                                                                           ,17.5063,27,MEXICO                                  ,A12         ,0,0,F     ,0,       ,0,       ,N3693         
N3695     ,Descuento    ,06/06/2023,  /  /    ,F   ,FAR      ,18068,32261.5,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,4449.86,0,0,0,0,0,0,0,0,27811.64,0,1,PESOS                                                                           ,17.5063,29,GUADALAJARA                             ,A12         ,0,0,F     ,0,       ,0,       ,N3695         
N3696     ,Descuento    ,06/06/2023,  /  /    ,F   ,FAR      ,18556,1639.24,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,226.1,0,0,0,0,0,0,0,0,1413.14,0,1,PESOS                                                                           ,17.5063,29,GUADALAJARA                             ,A2          ,0,0,F     ,0,       ,0,       ,N3696         
N3697     ,Descuento    ,07/06/2023,  /  /    ,F   ,FAR      ,18603,188.28,0,REINVEX INTEGRA SA DE CV                                                                                                                                                                                                                                      ,372,Pagada    ,25.97,0,0,0,0,0,0,0,0,162.31,0,1,PESOS                                                                           ,17.4732,27,MEXICO                                  ,A12         ,0,0,F     ,0,       ,0,       ,N3697         
N3698     ,Descuento    ,09/06/2023,  /  /    ,F   ,FAR      ,18575,489.94,0,ROSARIO MENDOZA MACEDO                                                                                                                                                                                                                                        ,8,Pagada    ,67.58,0,0,0,0,0,0,0,0,422.36,0,1,PESOS                                                                           ,17.3608,29,GUADALAJARA                             ,DESC        ,0,0,F     ,0,       ,0,       ,N3698         
N3699     ,Descuento    ,09/06/2023,  /  /    ,F   ,FAR      ,18535,971.76,0,"PROVEEDORA FARMACEUTICA RASE, S.A. DE C.V.                                                                                                                                                                                                                    ",224,Pagada    ,134.04,0,0,0,0,0,0,0,0,837.72,0,1,PESOS                                                                           ,17.3608,29,GUADALAJARA                             ,A12         ,0,0,F     ,0,       ,0,       ,N3699         
N3703     ,Descuento    ,13/06/2023,  /  /    ,F   ,FAR      ,18132,752,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,103.72,0,0,0,0,0,0,0,0,648.28,0,1,PESOS                                                                           ,17.284,4,DIRECTO                                 ,A2          ,0,0,F     ,0,       ,0,       ,N3703         
N3704     ,Descuento    ,13/06/2023,  /  /    ,F   ,FAR      ,15635,1364,0,RAMA FARMACEUTICA                                                                                                                                                                                                                                             ,364,Pagada    ,188.14,0,0,0,0,0,0,0,0,1175.86,0,1,PESOS                                                                           ,17.284,27,MEXICO                                  ,A2          ,0,0,F     ,0,       ,0,       ,N3704         
N3705     ,Descuento    ,14/06/2023,  /  /    ,F   ,FAR      ,18708,44326.42,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,6113.99,0,0,0,0,0,0,0,0,38212.43,0,1,PESOS                                                                           ,17.312,4,DIRECTO                                 ,A2          ,0,0,F     ,0,       ,0,       ,N3705         
N3706     ,Descuento    ,14/06/2023,  /  /    ,F   ,FAR      ,18300,2026.75,0,ASPEN LABS                                                                                                                                                                                                                                                    ,411,Pagada    ,279.55,0,0,0,0,0,0,0,0,1747.2,0,1,PESOS                                                                           ,17.312,29,GUADALAJARA                             ,A13         ,0,0,F     ,0,       ,0,       ,N3706         
N3709     ,Descuento    ,19/06/2023,  /  /    ,F   ,FAR      ,18554,112.35,0,DISTRIBUIDORA SEVI S.A. DE C.V.                                                                                                                                                                                                                               ,16,Pagada    ,15.5,0,0,0,0,0,0,0,0,96.85,0,1,PESOS                                                                           ,17.1762,29,GUADALAJARA                             ,A12         ,0,0,F     ,0,       ,0,       ,N3709         
N3710     ,Descuento    ,19/06/2023,  /  /    ,F   ,FAR      ,18533,400,0,VENTA MENUDEO                                                                                                                                                                                                                                                 ,1,Pagada    ,55.17,0,0,0,0,0,0,0,0,344.83,0,1,PESOS                                                                           ,17.1762,29,GUADALAJARA                             ,A2          ,0,0,F     ,0,       ,0,       ,N3710         
N3711     ,Descuento    ,19/06/2023,  /  /    ,F   ,FAR      ,17884,1728.01,0,RAMA FARMACEUTICA                                                                                                                                                                                                                                             ,364,Pagada    ,238.35,0,0,0,0,0,0,0,0,1489.66,0,1,PESOS                                                                           ,17.1762,27,MEXICO                                  ,A2          ,0,0,F     ,0,       ,0,       ,N3711         
N3712     ,Descuento    ,19/06/2023,  /  /    ,F   ,FAR      ,18709,6654.28,0,"BRUDIFARMA, S.A. DE C.V.                                                                                                                                                                                                                                      ",260,Pagada    ,917.83,0,0,0,0,0,0,0,0,5736.45,0,1,PESOS                                                                           ,17.1762,27,MEXICO                                  ,A2          ,0,0,F     ,0,       ,0,       ,N3712         
N3713     ,Descuento    ,19/06/2023,  /  /    ,F   ,FAR      ,18633,1539.76,0,"PROVEEDORA FARMACEUTICA RASE, S.A. DE C.V.                                                                                                                                                                                                                    ",224,Pagada    ,212.38,0,0,0,0,0,0,0,0,1327.38,0,1,PESOS                                                                           ,17.1762,29,GUADALAJARA                             ,A7          ,0,0,F     ,0,       ,0,       ,N3713         
N3715     ,Descuento    ,20/06/2023,  /  /    ,F   ,FAR      ,17393,273611.52,0,LABORATORIO ELMOR MEXICO                                                                                                                                                                                                                                      ,368,Pagada    ,37739.52,0,0,0,0,0,0,0,0,235872,0,1,PESOS                                                                           ,17.0792,27,MEXICO                                  ,AA          ,0,0,F     ,0,       ,0,       ,N3715         
N3716     ,Descuento    ,20/06/2023,  /  /    ,F   ,FAR      ,18703,47.1,0,COMERCIALIZADORA NATURISTA DE MEXICO S. DE R.L. DE C.V.                                                                                                                                                                                                       ,369,Pagada    ,6.5,0,0,0,0,0,0,0,0,40.6,0,1,PESOS                                                                           ,17.0792,27,MEXICO                                  ,A12         ,0,0,F     ,0,       ,0,       ,N3716         
N3717     ,Descuento    ,21/06/2023,  /  /    ,F   ,FAR      ,18178,17320.01,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,2388.97,0,0,0,0,0,0,0,0,14931.04,0,1,PESOS                                                                           ,17.0945,4,DIRECTO                                 ,A2          ,0,0,F     ,0,       ,0,       ,N3717         
N3718     ,Descuento    ,21/06/2023,  /  /    ,F   ,FAR      ,18736,39753.5,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,5483.24,0,0,0,0,0,0,0,0,34270.26,0,1,PESOS                                                                           ,17.0945,4,DIRECTO                                 ,A7          ,0,0,F     ,0,       ,0,       ,N3718         
N3719     ,Descuento    ,21/06/2023,  /  /    ,F   ,FAR      ,18736,19230,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,2652.41,0,0,0,0,0,0,0,0,16577.59,0,1,PESOS                                                                           ,17.0945,4,DIRECTO                                 ,A12         ,0,0,F     ,0,       ,0,       ,N3719         
N3720     ,Descuento    ,21/06/2023,  /  /    ,F   ,FAR      ,18505,8808.58,8808.58,FARMACIAS BENAVIDES S A B DE C V                                                                                                                                                                                                                              ,387,Emitida   ,1214.98,0,0,0,0,0,0,0,0,7593.6,0,1,PESOS                                                                           ,17.0945,27,MEXICO                                  ,DESC        ,0,0,F     ,0,       ,0,       ,N3720         
N3721     ,Descuento    ,21/06/2023,  /  /    ,F   ,FAR      ,18475,3002.66,0,MARIA ELENA MORAN SEGOVIA                                                                                                                                                                                                                                     ,239,Pagada    ,414.16,0,0,0,0,0,0,0,0,2588.5,0,1,PESOS                                                                           ,17.0945,29,GUADALAJARA                             ,A13         ,0,0,F     ,0,       ,0,       ,N3721         
N3722     ,Descuento    ,21/06/2023,  /  /    ,F   ,FAR      ,18726,3174.68,0,NADRO S A P I DE CV                                                                                                                                                                                                                                           ,432,Pagada    ,437.89,0,0,0,0,0,0,0,0,2736.79,0,1,PESOS                                                                           ,17.0945,27,MEXICO                                  ,A12         ,0,0,F     ,0,       ,0,       ,N3722         
N3723     ,Descuento    ,21/06/2023,  /  /    ,F   ,FAR      ,18411,4881.65,0,SUPER MAYOREO NATURISTA S.A. DE C.V.                                                                                                                                                                                                                          ,61,Pagada    ,673.33,0,0,0,0,0,0,0,0,4208.32,0,1,PESOS                                                                           ,17.0945,27,MEXICO                                  ,A7          ,0,0,F     ,0,       ,0,       ,N3723         
N3724     ,Descuento    ,21/06/2023,  /  /    ,F   ,FAR      ,17647,261.81,0,PHARMA AMIGO SA DE CV                                                                                                                                                                                                                                         ,373,Pagada    ,36.11,0,0,0,0,0,0,0,0,225.7,0,1,PESOS                                                                           ,17.0945,27,MEXICO                                  ,A12         ,0,0,F     ,0,       ,0,       ,N3724         
N3725     ,Descuento    ,21/06/2023,  /  /    ,F   ,FAR      ,16712,412699.26,0,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",405,Pagada    ,56924.04,0,0,0,0,0,0,0,0,355775.22,0,1,PESOS                                                                           ,17.0945,29,GUADALAJARA                             ,DESC        ,0,0,F     ,0,       ,0,       ,N3725         
N3726     ,Descuento    ,22/06/2023,  /  /    ,F   ,FAR      ,18482,968.45,0,SURTIDORA MEDICA DEL CARMEN                                                                                                                                                                                                                                   ,245,Pagada    ,133.58,0,0,0,0,0,0,0,0,834.87,0,1,PESOS                                                                           ,17.2043,27,MEXICO                                  ,A2          ,0,0,F     ,0,       ,0,       ,N3726         
N3728     ,Descuento    ,26/06/2023,  /  /    ,F   ,FAR      ,18744,77.21,0,OPERADORA SUPER SOYA SA DE CV                                                                                                                                                                                                                                 ,427,Pagada    ,10.65,0,0,0,0,0,0,0,0,66.56,0,1,PESOS                                                                           ,17.1713,4,DIRECTO                                 ,A12         ,0,0,F     ,0,       ,0,       ,N3728         
N3729     ,Descuento    ,26/06/2023,  /  /    ,F   ,FAR      ,18736,31562.78,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,4353.49,0,0,0,0,0,0,0,0,27209.29,0,1,PESOS                                                                           ,17.1713,4,DIRECTO                                 ,A7          ,0,0,F     ,0,       ,0,       ,N3729         
N3730     ,Descuento    ,26/06/2023,  /  /    ,F   ,FAR      ,18574,17.47,0,ROSARIO MENDOZA MACEDO                                                                                                                                                                                                                                        ,8,Pagada    ,2.41,0,0,0,0,0,0,0,0,15.06,0,1,PESOS                                                                           ,17.1713,29,GUADALAJARA                             ,A12         ,0,0,F     ,0,       ,0,       ,N3730         
N3731     ,Descuento    ,26/06/2023,  /  /    ,F   ,FAR      ,18785,521.74,0,ROSARIO MENDOZA MACEDO                                                                                                                                                                                                                                        ,8,Pagada    ,71.96,0,0,0,0,0,0,0,0,449.78,0,1,PESOS                                                                           ,17.1713,29,GUADALAJARA                             ,A7          ,0,0,F     ,0,       ,0,       ,N3731         
N3732     ,Descuento    ,26/06/2023,  /  /    ,F   ,FAR      ,18367,37000,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,5103.45,0,0,0,0,0,0,0,0,31896.55,0,1,PESOS                                                                           ,17.1713,27,MEXICO                                  ,A7          ,0,0,F     ,0,       ,0,       ,N3732         
N3733     ,Descuento    ,27/06/2023,  /  /    ,F   ,FAR      ,18772,1785.24,0,"BRUDIFARMA, S.A. DE C.V.                                                                                                                                                                                                                                      ",260,Pagada    ,246.24,0,0,0,0,0,0,0,0,1539,0,1,PESOS                                                                           ,17.1795,27,MEXICO                                  ,A2          ,0,0,F     ,0,       ,0,       ,N3733         
N3734     ,Descuento    ,27/06/2023,  /  /    ,F   ,FAR      ,18785,46.27,0,ROSARIO MENDOZA MACEDO                                                                                                                                                                                                                                        ,8,Pagada    ,6.38,0,0,0,0,0,0,0,0,39.89,0,1,PESOS                                                                           ,17.1795,29,GUADALAJARA                             ,A12         ,0,0,F     ,0,       ,0,       ,N3734         
N3735     ,Descuento    ,27/06/2023,  /  /    ,F   ,FAR      ,18557,853.99,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,117.79,0,0,0,0,0,0,0,0,736.2,0,1,PESOS                                                                           ,17.1795,29,GUADALAJARA                             ,A2          ,0,0,F     ,0,       ,0,       ,N3735         
N3736     ,Descuento    ,27/06/2023,  /  /    ,F   ,FAR      ,18603,745.15,0,REINVEX INTEGRA SA DE CV                                                                                                                                                                                                                                      ,372,Pagada    ,102.78,0,0,0,0,0,0,0,0,642.37,0,1,PESOS                                                                           ,17.1795,27,MEXICO                                  ,A7          ,0,0,F     ,0,       ,0,       ,N3736         
N3737     ,Descuento    ,28/06/2023,  /  /    ,F   ,FAR      ,18258,351.45,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,48.48,0,0,0,0,0,0,0,0,302.97,0,1,PESOS                                                                           ,17.1445,4,DIRECTO                                 ,A12         ,0,0,F     ,0,       ,0,       ,N3737         
N3738     ,Descuento    ,29/06/2023,  /  /    ,F   ,FAR      ,18510,265995.47,0,LIFOODS SA DE CV                                                                                                                                                                                                                                              ,441,Pagada    ,36689.03,0,0,0,0,0,0,0,0,229306.44,0,1,PESOS                                                                           ,17.1013,4,DIRECTO                                 ,AA          ,0,0,F     ,0,       ,0,       ,N3738         
N3740     ,Descuento    ,29/06/2023,  /  /    ,F   ,FAR      ,18602,34907.98,0,PHARMA AMIGO SA DE CV                                                                                                                                                                                                                                         ,373,Pagada    ,4814.89,0,0,0,0,0,0,0,0,30093.09,0,1,PESOS                                                                           ,17.1013,27,MEXICO                                  ,A7          ,0,0,F     ,0,       ,0,       ,N3740         
N3741     ,Descuento    ,30/06/2023,  /  /    ,F   ,FAR      ,18190,2007.09,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,276.84,0,0,0,0,0,0,0,0,1730.25,0,1,PESOS                                                                           ,17.072,27,MEXICO                                  ,A7          ,0,0,F     ,0,       ,0,       ,N3741         
N3742     ,Descuento    ,30/06/2023,  /  /    ,F   ,FAR      ,18559,175.64,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,24.23,0,0,0,0,0,0,0,0,151.41,0,1,PESOS                                                                           ,17.072,29,GUADALAJARA                             ,A2          ,0,0,F     ,0,       ,0,       ,N3742         
N3743     ,Descuento    ,30/06/2023,  /  /    ,F   ,FAR      ,18702,680,0,VENTA MENUDEO                                                                                                                                                                                                                                                 ,1,Pagada    ,93.79,0,0,0,0,0,0,0,0,586.21,0,1,PESOS                                                                           ,17.072,29,GUADALAJARA                             ,A2          ,0,0,F     ,0,       ,0,       ,N3743         
N3751     ,Descuento    ,04/07/2023,  /  /    ,F   ,FAR      ,18362,20771.27,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,2865,0,0,0,0,0,0,0,0,17906.27,0,1,PESOS                                                                           ,17.1358,4,DIRECTO                                 ,A12         ,0,0,F     ,0,       ,0,       ,N3751         
N3752     ,Descuento    ,04/07/2023,  /  /    ,F   ,FAR      ,18793,12049.81,0,COMERCIAL GFC SA DE CV                                                                                                                                                                                                                                        ,370,Pagada    ,1662.04,0,0,0,0,0,0,0,0,10387.77,0,1,PESOS                                                                           ,17.1358,27,MEXICO                                  ,A7          ,0,0,F     ,0,       ,0,       ,N3752         
N3753     ,Descuento    ,04/07/2023,  /  /    ,F   ,FAR      ,18603,29000,0,REINVEX INTEGRA SA DE CV                                                                                                                                                                                                                                      ,372,Pagada    ,4000,0,0,0,0,0,0,0,0,25000,0,1,PESOS                                                                           ,17.1358,27,MEXICO                                  ,A7          ,0,0,F     ,0,       ,0,       ,N3753         
N3754     ,Descuento    ,05/07/2023,  /  /    ,F   ,FAR      ,17598,1424.06,0,VENTA MENUDEO                                                                                                                                                                                                                                                 ,1,Pagada    ,196.42,0,0,0,0,0,0,0,0,1227.64,0,1,PESOS                                                                           ,17.0517,29,GUADALAJARA                             ,DESC        ,0,0,F     ,0,       ,0,       ,N3754         
N3756     ,Descuento    ,05/07/2023,  /  /    ,F   ,FAR      ,18258,5418.97,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,747.44,0,0,0,0,0,0,0,0,4671.53,0,1,PESOS                                                                           ,17.0517,4,DIRECTO                                 ,A2          ,0,0,F     ,0,       ,0,       ,N3756         
N3757     ,Descuento    ,05/07/2023,  /  /    ,F   ,FAR      ,16540,4736,0,RAMA FARMACEUTICA                                                                                                                                                                                                                                             ,364,Pagada    ,653.24,0,0,0,0,0,0,0,0,4082.76,0,1,PESOS                                                                           ,17.0517,27,MEXICO                                  ,A2          ,0,0,F     ,0,       ,0,       ,N3757         
N3758     ,Descuento    ,06/07/2023,  /  /    ,F   ,FAR      ,18271,6442.54,0,FARMACIA GUADALAJARA                                                                                                                                                                                                                                          ,423,Pagada    ,888.63,0,0,0,0,0,0,0,0,5553.91,0,1,PESOS                                                                           ,17.026,29,GUADALAJARA                             ,DESC        ,0,0,F     ,0,       ,0,       ,N3758         
N3759     ,Descuento    ,07/07/2023,  /  /    ,F   ,FAR      ,18873,2143.85,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,295.7,0,0,0,0,0,0,0,0,1848.15,0,1,PESOS                                                                           ,17.004,27,MEXICO                                  ,A7          ,0,0,F     ,0,       ,0,       ,N3759         
N3760     ,Descuento    ,10/07/2023,  /  /    ,F   ,FAR      ,18819,31504.68,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,4345.47,0,0,0,0,0,0,0,0,27159.21,0,1,PESOS                                                                           ,17.2825,29,GUADALAJARA                             ,A12         ,0,0,F     ,0,       ,0,       ,N3760         
N3762     ,Descuento    ,12/07/2023,  /  /    ,F   ,FAR      ,18362,4246.01,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,585.66,0,0,0,0,0,0,0,0,3660.35,0,1,PESOS                                                                           ,17.0605,4,DIRECTO                                 ,A2          ,0,0,F     ,0,       ,0,       ,N3762         
N3763     ,Descuento    ,12/07/2023,  /  /    ,F   ,FAR      ,18818,3961.67,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,546.44,0,0,0,0,0,0,0,0,3415.23,0,1,PESOS                                                                           ,17.0605,29,GUADALAJARA                             ,A12         ,0,0,F     ,0,       ,0,       ,N3763         
N3764     ,Descuento    ,12/07/2023,  /  /    ,F   ,FAR      ,18635,164.64,0,DISTRIBUIDORA SEVI S.A. DE C.V.                                                                                                                                                                                                                               ,16,Pagada    ,22.71,0,0,0,0,0,0,0,0,141.93,0,1,PESOS                                                                           ,17.0605,29,GUADALAJARA                             ,A12         ,0,0,F     ,0,       ,0,       ,N3764         
N3765     ,Descuento    ,12/07/2023,  /  /    ,F   ,FAR      ,18809,132.38,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,18.26,0,0,0,0,0,0,0,0,114.12,0,1,PESOS                                                                           ,17.0605,29,GUADALAJARA                             ,A12         ,0,0,F     ,0,       ,0,       ,N3765         
N3766     ,Descuento    ,12/07/2023,  /  /    ,F   ,FAR      ,18736,37363.83,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,5153.63,0,0,0,0,0,0,0,0,32210.2,0,1,PESOS                                                                           ,17.0605,4,DIRECTO                                 ,A7          ,0,0,F     ,0,       ,0,       ,N3766         
N3767     ,Descuento    ,12/07/2023,  /  /    ,F   ,FAR      ,18463,1449.93,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,199.99,0,0,0,0,0,0,0,0,1249.94,0,1,PESOS                                                                           ,17.0605,4,DIRECTO                                 ,A12         ,0,0,F     ,0,       ,0,       ,N3767         
N3768     ,Descuento    ,13/07/2023,  /  /    ,F   ,FAR      ,18352,4292.05,0,FARMACIA GUADALAJARA                                                                                                                                                                                                                                          ,423,Pagada    ,592.01,0,0,0,0,0,0,0,0,3700.04,0,1,PESOS                                                                           ,17.0783,29,GUADALAJARA                             ,DESC        ,0,0,F     ,0,       ,0,       ,N3768         
N3769     ,Descuento    ,13/07/2023,  /  /    ,F   ,FAR      ,17973,165.65,0,FARMACIA GUADALAJARA                                                                                                                                                                                                                                          ,423,Pagada    ,22.85,0,0,0,0,0,0,0,0,142.8,0,1,PESOS                                                                           ,17.0783,29,GUADALAJARA                             ,DESC        ,0,0,F     ,0,       ,0,       ,N3769         
N3772     ,Descuento    ,14/07/2023,  /  /    ,F   ,FAR      ,18627,91.84,0,SURTIDORA MEDICA DEL CARMEN                                                                                                                                                                                                                                   ,245,Pagada    ,12.67,0,0,0,0,0,0,0,0,79.17,0,1,PESOS                                                                           ,16.8537,27,MEXICO                                  ,A2          ,0,0,F     ,0,       ,0,       ,N3772         
N3777     ,Descuento    ,18/07/2023,  /  /    ,F   ,FAR      ,18831,27859.52,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,3842.69,0,0,0,0,0,0,0,0,24016.83,0,1,PESOS                                                                           ,16.7892,4,DIRECTO                                 ,A7          ,0,0,F     ,0,       ,0,       ,N3777         
N3778     ,Descuento    ,19/07/2023,  /  /    ,F   ,FAR      ,19004,87000,0,PHARMA AMIGO SA DE CV                                                                                                                                                                                                                                         ,373,Pagada    ,12000,0,0,0,0,0,0,0,0,75000,0,1,PESOS                                                                           ,16.7858,27,MEXICO                                  ,A7          ,0,0,F     ,0,       ,0,       ,N3778         
