Cve_prod            ,New_med,Lote                          ,Lugar     ,Cve_monc  ,Tip_cam   ,Cto_ent             ,Stalote,Cve_tial  ,Cse_prod  ,Fact_peso     ,Ind_med,Existencia          ,Cosprom             ,Fech_venc ,Diasvida,Cve_monc2 ,Cto_ent2            ,Peso_tot            ,Desc_prod                               ,Codbar              ,Uni_med,Lista_med   ,Des_lug                                 ,Des_tial                                ,Otrodl1                                                                                             ,Otrodl2                                                                                             ,Desc_med                                
MES-0320            ,       ,ME210008                      ,A2        ,1,1,9.67,1,3,CAJA      ,0,0,311,6.58,04/01/2022,0,1,9.67,0,CAJA COLECTIVA 20.4 x 16.1 x 16.4       ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,A0524                                                                                               ,                                        
MES-0321            ,       ,ME220429                      ,A2        ,1,1,46.84,1,3,CAJA      ,0,0,24,46.84,03/07/2023,0,1,46.84,0,CAJA MASTER 48.4 X 44.4 X 33.9          ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,7235,                                                                                                    ,                                        
MES-0322            ,       ,ME210390                      ,A2        ,1,1,31.7,1,3,CAJA      ,0,0,195,15.84999999,03/07/2023,0,1,31.7,0,CAJA MASTER 61.5X 48.5X 29.7            ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,D0514 / D0524                                                                                       ,                                        
MES-0322            ,       ,ME210637                      ,A2        ,1,1,31.7,1,3,CAJA      ,0,0,486,15.85,04/01/2022,0,1,31.7,0,CAJA MASTER 61.5X 48.5X 29.7            ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,081121-6                                                                                            ,D0521 / D0520                                                                                       ,                                        
MES-0323            ,       ,ME220172                      ,A2        ,1,1,2.02,1,3,CAJA      ,0,0,634,2.02,17/08/2023,0,1,2.02,0,CAJA INDIVIDUAL FLOS-PRO 14 CAPS        ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,D0212                                                                                               ,                                        
MES-0324            ,       ,ME230086                      ,A2        ,1,1,0.95,1,3,CAJA      ,0,0,3594,0.95,20/02/2023,0,1,0.95,0,CAJA INDIVIDUAL FLOS-PRO 2 CAPS         ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,ICD-6061-070223                                                                                     ,D0212                                                                                               ,                                        
MES-0325            ,       ,ME210636                      ,A2        ,1,1,13.79,1,3,CAJA      ,0,0,685,13.79,28/08/2023,0,1,13.79,0,CAJA COLECTIVA 29.8 X 23.5 X 13.5       ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,091121-3                                                                                            ,C0532 / C0526                                                                                       ,                                        
MES-0326            ,       ,ME230280                      ,A2        ,1,1,5.31,1,3,CAJA      ,0,0,626,5.31,03/07/2023,0,1,5.31,0,CAJA COLECTIVA 21.32 x 23.2 x 7.6       ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,080620232010-0001-1                                                                                 ,                                                                                                    ,                                        
MES-0327            ,       ,ME210572                      ,A2        ,1,1,2.88,1,3,CAJA      ,0,0,1427,1.69,04/01/2022,0,1,2.88,0,CAJA INDIVIDUAL REMNURAL CON 30 CAPS    ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,170921-238                                                                                          ,D0110                                                                                               ,                                        
MES-0327            ,       ,ME220134                      ,A2        ,1,1,2.88,1,3,CAJA      ,0,0,5583,1.54,15/05/2023,0,1,2.88,0,CAJA INDIVIDUAL REMNURAL CON 30 CAPS    ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,PRD-22-03-0086                                                                                      ,D0110                                                                                               ,                                        
MES-0327            ,       ,ME220307                      ,A2        ,1,1,2.88,1,3,CAJA      ,0,0,3150,2.88,22/07/2022,0,1,2.88,0,CAJA INDIVIDUAL REMNURAL CON 30 CAPS    ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,PRD-22-05-0107                                                                                      ,D0110                                                                                               ,                                        
MES-0328            ,       ,ME230199                      ,A2        ,1,1,1.57,1,3,CAJA      ,0,0,2700,1.57,12/04/2023,0,1,1.57,0,CAJA INDIVIDUAL REMNURAL CON 2 CAPS     ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,ICD-6094-310323                                                                                     ,                                                                                                    ,                                        
MES-0328            ,       ,ME230224                      ,A2        ,1,1,1.57,1,3,CAJA      ,0,0,10490,1.57,04/05/2023,0,1,1.57,0,CAJA INDIVIDUAL REMNURAL CON 2 CAPS     ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,ICD-694-310323                                                                                      ,                                                                                                    ,                                        
MES-0329            ,       ,ME230289                      ,A2        ,1,1,1.835,1,3,CAJA      ,0,0,3400,1.835,20/06/2023,0,1,1.835,0,CAJA INDIVIDUAL GESTOMEG CON 30 CAPS    ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,090623-109                                                                                          ,                                                                                                    ,                                        
MES-0329            ,       ,ME230315                      ,A2        ,1,1,1.835,1,3,CAJA      ,0,0,5350,1.835,18/07/2023,0,1,1.835,0,CAJA INDIVIDUAL GESTOMEG CON 30 CAPS    ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,090623-109                                                                                          ,                                                                                                    ,                                        
MES-0330            ,       ,ME230288                      ,A2        ,1,1,0.85,1,3,CAJA      ,0,0,3770,1.008,20/06/2023,0,1,0.85,0,CAJA INDIVIDUAL GESTOMEG CON 2 CAPS     ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,130623-113                                                                                          ,                                                                                                    ,                                        
MES-0330            ,       ,ME230396                      ,A2        ,1,1,0.85,1,3,CAJA      ,0,0,20469,0.85,19/09/2023,0,1,0.85,0,CAJA INDIVIDUAL GESTOMEG CON 2 CAPS     ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,ICD-6140-040923                                                                                     ,D0112                                                                                               ,                                        
MES-0331            ,       ,ME230065                      ,A2        ,1,1,2.81,1,3,CAJA      ,0,0,3,2.85,08/02/2023,0,1,2.81,0,CAJA NATUBRON CERO JARABE 240 ML        ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,ICD-6075-300123                                                                                     ,D0120                                                                                               ,                                        
MES-0331            ,       ,ME230336                      ,A2        ,1,1,2.81,1,3,CAJA      ,0,0,14925,2.81,07/08/2023,0,1,2.81,0,CAJA NATUBRON CERO JARABE 240 ML        ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,ICD-6125-170723                                                                                     ,                                                                                                    ,                                        
MES-0333            ,       ,ME19188                       ,A2        ,1,1,31.73,1,3,CAJA      ,0,0,192,31.73,04/01/2022,0,1,31.73,0,CAJA MASTER 63.2  x34.7 x 35.2 cm       ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,A0522                                                                                               ,                                        
MES-0334            ,       ,ME220552                      ,A2        ,1,1,6.84,1,3,CAJA      ,0,0,2800,6.84,07/11/2022,0,1,6.84,0,CAJA FIBRA | BIOFLAV | LACTOB | VIT 90 T,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,10669/38751                                                                                         ,D0422                                                                                               ,                                        
MES-0334            ,       ,ME220670                      ,A2        ,1,1,6.84,1,3,CAJA      ,0,0,5625,6.84,22/12/2022,0,1,6.84,0,CAJA FIBRA | BIOFLAV | LACTOB | VIT 90 T,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,10998/39076                                                                                         ,D0423                                                                                               ,                                        
MES-0336            ,       ,ME220489                      ,A2        ,1,1,7.85,1,3,CAJA      ,0,0,1054,7,30/09/2022,0,1,7.85,0,CAJA VANESIR DUO PACK                   ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,1572/2022                                                                                           ,D0112                                                                                               ,                                        
MES-0336            ,       ,ME220504                      ,A2        ,1,1,7.85,1,3,CAJA      ,0,0,24,7,12/10/2022,0,1,7.85,0,CAJA VANESIR DUO PACK                   ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,1572/2022                                                                                           ,D0309                                                                                               ,                                        
MES-0336            ,       ,ME220593                      ,A2        ,1,1,7.85,1,3,CAJA      ,0,0,2821,8.4,16/11/2022,0,1,7.85,0,CAJA VANESIR DUO PACK                   ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,1684/2022                                                                                           ,D0109                                                                                               ,                                        
MES-0336            ,       ,ME220657                      ,A2        ,1,1,7.85,1,3,CAJA      ,0,0,3100,7.85,  /  /    ,0,1,7.85,0,CAJA VANESIR DUO PACK                   ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,2018-1/2022                                                                                         ,                                                                                                    ,                                        
MES-0336            ,       ,ME230005                      ,A2        ,1,1,7.85,1,3,CAJA      ,0,0,2030,7.85,10/01/2023,0,1,7.85,0,CAJA VANESIR DUO PACK                   ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,2018-2/2022                                                                                         ,                                                                                                    ,                                        
MES-0339            ,       ,ME230335                      ,A2        ,1,1,1.74,1,3,CAJA      ,0,0,14773,1.74,08/08/2023,0,1,1.74,0,CAJA KIDDYLAC                           ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,ICD-6126-170723                                                                                     ,"D0224, D0324                                                                                        ",                                        
MES-0340            ,       ,ME220054                      ,A2        ,1,1,1.82,1,3,CAJA      ,0,0,790,1.75,25/02/2022,0,1,1.82,0,CAJA INDIVIDUAL COLSIMB CON 15 CAPSULAS ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,250122-341                                                                                          ,D0111                                                                                               ,                                        
MES-0340            ,       ,ME230395                      ,A2        ,1,1,1.82,1,3,CAJA      ,0,0,12425,1.82,20/09/2023,0,1,1.82,0,CAJA INDIVIDUAL COLSIMB CON 15 CAPSULAS ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,ICD-6141-110923                                                                                     ,D0111                                                                                               ,                                        
MES-0341            ,       ,ME220064                      ,A2        ,1,1,0.92,1,3,CAJA      ,0,0,9946,0.92,25/02/2022,0,1,0.92,0,CAJA INDIVIDUAL COLSIMB CON 2 CAPSULAS  ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,250122-342                                                                                          ,D0111                                                                                               ,                                        
MES-0345            ,       ,ME210430                      ,A2        ,1,1,1.73,1,3,CAJA      ,0,0,1695,1.29,13/03/2023,0,1,1.73,0,CAJA INDIVIDUAL CVYM                    ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,2240/80623                                                                                          ,                                                                                                    ,                                        
MES-0345            ,       ,ME230097                      ,A2        ,1,1,1.73,1,3,CAJA      ,0,0,19397,1.73,28/02/2023,0,1,1.73,0,CAJA INDIVIDUAL CVYM                    ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,3136-5 0225                                                                                         ,D0108 / D0208                                                                                       ,                                        
MES-0345            ,       ,ME230277                      ,A2        ,1,1,1.73,1,3,CAJA      ,0,0,22000,1.73,06/06/2023,0,1,1.73,0,CAJA INDIVIDUAL CVYM                    ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,3136/5 0525                                                                                         ,                                                                                                    ,                                        
MES-0351            ,       ,ME210317                      ,A2        ,1,1,3.13,1,3,CAJA      ,0,0,1250,3.13,10/10/2022,80,1,3.13,0,CINTILLO DUO PACK C-VYM                 ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,148,C0433                                                                                               ,                                        
MES-0351            ,       ,ME210328                      ,A2        ,1,1,3.13,1,3,CAJA      ,0,0,1680,3.13,10/10/2022,80,1,3.13,0,CINTILLO DUO PACK C-VYM                 ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,162,C0433                                                                                               ,                                        
MES-0352            ,       ,ME210327                      ,A2        ,1,1,3.13,1,3,CAJA      ,0,0,1675,3.13,10/10/2022,80,1,3.13,0,CINTILLO DUO PACK C-VYM CERO AZUCAR     ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,162,C0433                                                                                               ,                                        
MES-0365            ,       ,ME220184                      ,A2        ,1,1,10.43,1,3,CAJA      ,0,0,1558,10.43,09/08/2023,0,1,10.43,0,CAJA INDIVIDUAL FACTOR H3               ,                    ,PIEZA  ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,9879/37957                                                                                          ,D0415                                                                                               ,                                        
MES-0408            ,       ,ME210648                      ,A2        ,1,1,5.34,1,3,CAJA      ,0,0,1730,5.34,04/01/2022,0,1,5.34,0,INNER NATUBRON CERO                     ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,L-333                                                                                               ,D0516                                                                                               ,                                        
MES-0410            ,       ,ME210647                      ,A2        ,1,1,18.68,1,3,CAJA      ,0,0,220,18.68,04/01/2022,0,1,18.68,0,CAJA MASTER NATUBRON CERO               ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,L-332                                                                                               ,A0523                                                                                               ,                                        
MES-0411            ,       ,ME210650                      ,A2        ,1,1,6.01,1,3,CAJA      ,0,0,1840,6.01,04/01/2022,0,1,6.01,0,INNER VANESIR GEL 200 g                 ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,L-335                                                                                               ,D0526                                                                                               ,                                        
MES-0413            ,       ,ME210649                      ,A2        ,1,1,23.04,1,3,CAJA      ,0,0,229,23.04,04/01/2022,0,1,23.04,0,CAJA MASTER VANESIR GEL 200 g           ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,L-334                                                                                               ,D0527                                                                                               ,                                        
MES-0414            ,       ,ME210632                      ,A2        ,1,1,3.61,1,3,CAJA      ,0,0,6503,3.61,19/07/2022,0,1,3.61,0,INNER FRASCO VIDRIO 120 mL              ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,L-324                                                                                               ,D0532 / D0530 / D0523                                                                               ,                                        
MES-0416            ,       ,ME210633                      ,A2        ,1,1,16.56,1,3,CAJA      ,0,0,505,15.07,19/07/2022,0,1,16.56,0,CAJA MASTER FRASCO VIDRIO 120 mL        ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,L-325                                                                                               ,D0517                                                                                               ,                                        
MES-0416            ,       ,ME220643                      ,A2        ,1,1,16.56,1,3,CAJA      ,0,0,588,16.56,12/12/2022,0,1,16.56,0,CAJA MASTER FRASCO VIDRIO 120 mL        ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,L-380                                                                                               ,D0515                                                                                               ,                                        
MES-0417            ,       ,ME220482                      ,A2        ,1,1,6.37,1,3,CAJA      ,0,0,457,6.37,25/04/2023,0,1,6.37,0,INNER GOMITAS                           ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,L-371                                                                                               ,D0533                                                                                               ,                                        
MES-0419            ,       ,ME220483                      ,A2        ,1,1,26.06,1,3,CAJA      ,0,0,133,26.06,30/09/2022,0,1,26.06,0,CAJA MASTER GOMITAS                     ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,L-372                                                                                               ,D0534                                                                                               ,                                        
MES-0420            ,       ,ME220090                      ,A2        ,1,1,6.91,1,3,CAJA      ,0,0,1932,6.91,14/03/2022,0,1,6.91,0,CAJA INDIVIDUAL ABLAZOR ECUADOR         ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,9456/37436                                                                                          ,                                                                                                    ,                                        
MES-0421            ,       ,ME210641                      ,A2        ,1,1,5.29,1,3,CAJA      ,0,0,3307,5.29,04/01/2022,0,1,5.29,0,INNER CAJILLA INDIVIDUAL                ,                    ,CAJA   ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,L-327                                                                                               ,D0529 / D0531                                                                                       ,                                        
MES-0422            ,       ,ME210640                      ,A2        ,1,1,23.69,1,3,CAJA      ,0,0,319,23.69,04/01/2022,0,1,23.69,0,CAJA MASTER CAJILLA INDIVIDUAL          ,                    ,CAJA   ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,L-326                                                                                               ,D0525                                                                                               ,                                        
MES-0423            ,       ,ME210645                      ,A2        ,1,1,22.19,1,3,CAJA      ,0,0,480,22.19,04/01/2022,0,1,22.19,0,INNER COLAGENER 10                      ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,L-328                                                                                               ,A0518                                                                                               ,                                        
MES-0424            ,       ,ME210646                      ,A2        ,1,1,32.79,1,3,CAJA      ,0,0,262,32.79,04/01/2022,0,1,32.79,0,CAJA MASTER COLAGENER 10                ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,L-329                                                                                               ,D0528                                                                                               ,                                        
MES-0426            ,       ,ME220616                      ,A2        ,1,1,1.6065,1,3,CAJA      ,0,0,8556,1.6065,28/11/2022,0,1,1.6065,0,CAJA INDIVIDUAL C-REVITAL KIDS 50 TABS  ,                    ,PIEZA  ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,10998/39077                                                                                         ,D0120                                                                                               ,                                        
MES-0426            ,       ,ME230012                      ,A2        ,1,1,1.6065,1,3,CAJA      ,0,0,5850,1.6065,12/01/2023,0,1,1.6065,0,CAJA INDIVIDUAL C-REVITAL KIDS 50 TABS  ,                    ,PIEZA  ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,10998/39078                                                                                         ,D0120                                                                                               ,                                        
MES-0427            ,       ,ME220371                      ,A2        ,1,1,2.55,1,3,CAJA      ,0,0,12119,2.5,25/08/2022,0,1,2.55,0,CAJA INDIVIDUAL C-REVITAL 11 SOBRES     ,                    ,PIEZA  ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,ICD-5684-220422                                                                                     ,D0119                                                                                               ,                                        
MES-0427            ,       ,ME220449                      ,A2        ,1,1,2.55,1,3,CAJA      ,0,0,36550,2.55,23/09/2022,0,1,2.55,0,CAJA INDIVIDUAL C-REVITAL 11 SOBRES     ,                    ,PIEZA  ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,10669/38752                                                                                         ,D0319 / D0219                                                                                       ,                                        
MES-0428            ,       ,ME220372                      ,A2        ,1,1,2.55,1,3,CAJA      ,0,0,6051,2.29,21/06/2023,0,1,2.55,0,CAJA INDIVIDUAL C-REVITAL SIN AZUCAR 11S,                    ,PIEZA  ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,ICD-5685-220422                                                                                     ,D0121                                                                                               ,                                        
MES-0428            ,       ,ME220450                      ,A2        ,1,1,2.55,1,3,CAJA      ,0,0,36850,2.55,23/09/2022,0,1,2.55,0,CAJA INDIVIDUAL C-REVITAL SIN AZUCAR 11S,                    ,PIEZA  ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,10669/38753                                                                                         ,D0321 / D0221                                                                                       ,                                        
MES-0430            ,       ,ME220109                      ,A2        ,1,1,12.55,1,3,CAJA      ,0,0,1062,12.55,25/04/2023,0,1,12.55,0,Caja colectiva C-Revital                ,                    ,CAJA   ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,L-352                                                                                               ,                                                                                                    ,                                        
MES-0431            ,       ,ME220108                      ,A2        ,1,1,12.55,1,3,CAJA      ,0,0,948,12.55,01/04/2022,0,1,12.55,0,Caja colectiva C-Revital SIn Azúcar     ,                    ,CAJA   ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,L-351                                                                                               ,C0525 / C0524                                                                                       ,                                        
MES-0431            ,       ,ME220125                      ,A2        ,1,1,12.55,1,3,CAJA      ,0,0,840,12.55,21/06/2023,0,1,12.55,0,Caja colectiva C-Revital SIn Azúcar     ,                    ,CAJA   ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,L-354                                                                                               ,C0529                                                                                               ,                                        
MES-0432            ,       ,ME220141                      ,A2        ,1,1,7.14,1,3,CAJA      ,0,0,612,7.14,22/04/2022,0,1,7.14,0,Caja colectiva C-Revital Kids           ,                    ,CAJA   ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,L-357                                                                                               ,                                                                                                    ,                                        
MES-0441            ,       ,ME230042                      ,A2        ,1,1,8.17,1,3,CAJA      ,0,0,7744,8.17,27/01/2023,0,1,8.17,0,CAJA INDIVIDUAL ABLAZOR CARICAM         ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,11085/39216                                                                                         ,D0115 / D0215                                                                                       ,                                        
MES-0445            ,       ,ME220451                      ,A2        ,1,1,11.63,1,3,CAJA      ,0,0,224,11.63,23/09/2022,0,1,11.63,0,CAJA INDIVIDUAL ABLAZOR PERÚ PT         ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,10669/38754                                                                                         ,D0114                                                                                               ,                                        
MES-0445            ,       ,ME230007                      ,A2        ,1,1,11.63,1,3,CAJA      ,0,0,4096,11.63,06/01/2023,0,1,11.63,0,CAJA INDIVIDUAL ABLAZOR PERÚ PT         ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,11085/39217                                                                                         ,D0114                                                                                               ,                                        
MES-0453            ,       ,ME220373                      ,A2        ,1,1,3.55,1,3,CAJA      ,0,0,9632,3.55,05/05/2023,0,1,3.55,0,CAJA INDIVIDUAL FIBOTAX                 ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,ICD-5797-190722                                                                                     ,D0220                                                                                               ,                                        
MES-0453            ,       ,ME220613                      ,A2        ,1,1,3.55,1,3,CAJA      ,0,0,10740,3.55,29/11/2022,0,1,3.55,0,CAJA INDIVIDUAL FIBOTAX                 ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,ICD-5858-020922                                                                                     ,D0320                                                                                               ,                                        
MES-0453            ,       ,ME230298                      ,A2        ,1,1,3.55,1,3,CAJA      ,0,0,22200,3.55,27/06/2023,0,1,3.55,0,CAJA INDIVIDUAL FIBOTAX                 ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,ICD-6117-150623                                                                                     ,                                                                                                    ,                                        
MES-0458            ,       ,ME220464                      ,A2        ,1,1,3,1,3,CAJA      ,0,0,2700,3,23/09/2022,0,1,3,0,CAJA INDIVIDUAL AZ VITE CON 2 CAPS      ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,ICD-5871-130922                                                                                     ,D0415                                                                                               ,                                        
MES-0459            ,       ,ME230323                      ,A2        ,1,1,9.76,1,3,CAJA      ,0,0,472,9.76,25/07/2023,0,1,9.76,0,CAJA COLECTIVA PET 286mm X 286mm X 202mm,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,25720232067-0013-1                                                                                  ,                                                                                                    ,                                        
MES-0459            ,       ,ME230426                      ,A2        ,1,1,9.76,1,3,CAJA      ,0,0,1227,9.76,04/10/2023,0,1,9.76,0,CAJA COLECTIVA PET 286mm X 286mm X 202mm,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,0210202322194-0014-1                                                                                ,"C0502, C0503                                                                                        ",                                        
MES-0471            ,       ,ME230263                      ,A2        ,1,1,1.29,1,3,CAJA      ,0,0,1263,1.29,25/05/2023,0,1,1.29,0,CAJA INDIVIDUAL HIDRA2GO FRESA          ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
MES-0472            ,       ,ME230266                      ,A2        ,1,1,20.1,1,3,CAJA      ,0,0,175,20.1,25/05/2023,0,1,20.1,0,CAJA COLECTIVA HIDRA2GO                 ,                    ,PZA    ,            ,ALMACEN MP Y ME APROBADO TESISTAN       ,MATERIAL DE ACONDICIONAMIENTO           ,                                                                                                    ,                                                                                                    ,                                        
